id,query,category,difficulty,gt_intent,system,detected_intent,intent_correct,response,engine,response_time_ms,hallu_check_ref,hallucination
A22,주문 취소 어떻게 하나요?,A_정형,Easy,주문_취소,rule_only,주문_취소,1,마이페이지 > 주문내역에서 배송 전 주문 취소가 가능합니다.,rule-only-simulated,2591,주문 취소: 마이페이지에서 가능,
A22,주문 취소 어떻게 하나요?,A_정형,Easy,주문_취소,llm_only,주문_취소,1,"주문 취소를 원하신다면 다음 단계를 따라주세요:

1. **로그인**: 먼저 쇼핑몰 계정에 로그인하세요.
2. **주문 내역 확인**: '내 주문' 또는 '주문 내역' 페이지로 이동하여 취소하고자 하는 주문을 찾으세요.
3. **주문 취소 요청**: 해당 주문을 선택한 후 '주문 취소' 버튼을 클릭하세요. 이 버튼은 보통 주문 상태가 '배송 준비 중' 이전일 때 활성화됩니다.
4. **취소 사유 선택**: 주문 취소 사유를 선택하거나 입력해야 할 수도 있습니다.
5. **확인 및 완료**: 모든 정보를 확인한 후 '확인' 버튼을 눌러 취소 요청을 완료하세요.

주문이 이미 배송 중인 경우에는 취소가 불가능할 수 있으며, 이 경우 상품을 수령한 후 반품 절차를 진행하셔야 합니다. 추가 도움이 필요하시면 고객센터로 문의해 주세요.",llm-only-gpt4o,3277,주문 취소: 마이페이지에서 가능,
A22,주문 취소 어떻게 하나요?,A_정형,Easy,주문_취소,hybrid_rag,주문_취소,1,'rag' 모드로 '주문_취소' 분류됨,strategy-rag,2709,주문 취소: 마이페이지에서 가능,
A23,결제했는데 취소 가능한가요?,A_정형,Easy,주문_취소,rule_only,주문_취소,1,마이페이지 > 주문내역에서 배송 전 주문 취소가 가능합니다.,rule-only-simulated,2621,"주문 취소: 배송 전 가능, 배송 후 환불 절차",
A23,결제했는데 취소 가능한가요?,A_정형,Easy,주문_취소,llm_only,주문_취소,1,"결제를 취소하고 싶으시군요. 주문 취소는 보통 상품이 발송되기 전까지 가능합니다. 주문 상태를 확인하시고, '주문 내역' 페이지에서 직접 취소할 수 있는 옵션이 있는지 확인해 주세요. 만약 이미 발송된 상태라면, 상품을 수령한 후 반품 절차를 통해 환불을 진행하셔야 할 수 있습니다.

혹시 직접 취소가 어려우시다면, 고객센터로 주문 번호와 함께 문의해 주시면 도와드리겠습니다. 추가로 궁금한 점이 있으시면 언제든지 말씀해 주세요!",llm-only-gpt4o,2366,"주문 취소: 배송 전 가능, 배송 후 환불 절차",
A23,결제했는데 취소 가능한가요?,A_정형,Easy,주문_취소,hybrid_rag,주문_취소,1,'rag' 모드로 '주문_취소' 분류됨,strategy-rag,2698,"주문 취소: 배송 전 가능, 배송 후 환불 절차",
A24,방금 주문한 거 취소해주세요,A_정형,Easy,주문_취소,rule_only,주문_취소,1,마이페이지 > 주문내역에서 배송 전 주문 취소가 가능합니다.,rule-only-simulated,2710,주문 취소: 배송 전 단계에서 가능,
A24,방금 주문한 거 취소해주세요,A_정형,Easy,주문_취소,llm_only,주문_취소,1,"주문을 취소하시려면 몇 가지 정보를 확인해야 합니다. 주문 취소는 보통 상품이 발송되기 전에 가능합니다. 다음 단계를 따라주세요:

1. **주문 확인**: 고객님의 주문 번호를 확인해주세요. 주문 번호는 주문 확인 이메일이나 계정의 주문 내역에서 찾을 수 있습니다.

2. **계정 로그인**: 쇼핑몰 웹사이트에 로그인한 후 '주문 내역' 페이지로 이동하세요.

3. **주문 취소 요청**: 취소하고자 하는 주문을 선택한 후 '주문 취소' 버튼을 클릭하세요. 만약 해당 버튼이 보이지 않는다면, 이미 발송 준비 중이거나 발송된 상태일 수 있습니다.

4. **고객센터 연락**: 만약 온라인에서 직접 취소가 불가능하다면, 고객센터에 직접 연락해주시면 추가 도움을 드리겠습니다. 주문 번호와 함께 요청해주시면 더 빠르게 처리할 수 있습니다.

추가로 궁금한 점이 있거나 도움이 필요하시면 언제든지 말씀해 주세요!",llm-only-gpt4o,4456,주문 취소: 배송 전 단계에서 가능,
A24,방금 주문한 거 취소해주세요,A_정형,Easy,주문_취소,hybrid_rag,주문_취소,1,'rag' 모드로 '주문_취소' 분류됨,strategy-rag,2631,주문 취소: 배송 전 단계에서 가능,
A25,주문 취소하면 환불 바로 되나요?,A_정형,Easy,주문_취소,rule_only,환불_절차_문의,0,"마이페이지 > 주문내역에서 환불 신청이 가능합니다. 수령 후 7일 이내, 미개봉 상태에서 신청해주세요.",rule-only-simulated,2595,"취소 환불: 카드 3~5일, 계좌 즉시~1일",
A25,주문 취소하면 환불 바로 되나요?,A_정형,Easy,주문_취소,llm_only,주문_취소,1,"주문 취소 시 환불 처리 시간은 결제 방법에 따라 다를 수 있습니다. 

1. **신용카드/체크카드 결제**: 보통 취소 요청 후 3~5 영업일 이내에 카드사에서 환불 처리가 완료됩니다. 다만, 카드사에 따라 조금 더 시간이 걸릴 수 있습니다.

2. **계좌이체**: 취소 요청 후 2~3 영업일 이내에 환불이 완료됩니다.

3. **휴대폰 결제**: 결제한 당월에 취소하면 즉시 환불되지만, 익월에 취소할 경우에는 환불이 아닌 다른 방법으로 처리될 수 있으니 고객센터로 문의해 주세요.

4. **기타 결제 수단**: 각 결제 수단에 따라 환불 처리 시간이 다를 수 있으니, 자세한 사항은 고객센터로 문의해 주세요.

주문 취소가 완료되면 환불 진행 상황을 이메일이나 문자로 안내해 드리니 참고하시기 바랍니다. 추가로 궁금한 점이 있으시면 언제든지 문의해 주세요!",llm-only-gpt4o,4749,"취소 환불: 카드 3~5일, 계좌 즉시~1일",
A25,주문 취소하면 환불 바로 되나요?,A_정형,Easy,주문_취소,hybrid_rag,환불_절차_문의,0,'rag' 모드로 '환불_절차_문의' 분류됨,strategy-rag,2757,"취소 환불: 카드 3~5일, 계좌 즉시~1일",
A26,부분 취소도 가능해요?,A_정형,Easy,주문_취소,rule_only,주문_취소,1,마이페이지 > 주문내역에서 배송 전 주문 취소가 가능합니다.,rule-only-simulated,2586,부분 취소: 개별 상품 단위 가능,
A26,부분 취소도 가능해요?,A_정형,Easy,주문_취소,llm_only,주문_취소,1,"네, 부분 취소도 가능합니다. 주문하신 상품 중 일부만 취소하고 싶으신 경우, 고객님의 주문 내역에서 취소를 원하는 상품을 선택하여 부분 취소 요청을 하실 수 있습니다. 다만, 부분 취소가 가능한 시점은 상품이 아직 배송 준비 중이거나 배송되지 않은 상태일 때입니다. 이미 배송된 상품은 부분 취소 대신 반품 절차를 통해 처리해야 할 수 있습니다. 더 궁금한 사항이 있으시면 언제든지 문의해 주세요!",llm-only-gpt4o,3053,부분 취소: 개별 상품 단위 가능,
A26,부분 취소도 가능해요?,A_정형,Easy,주문_취소,hybrid_rag,주문_취소,1,'rag' 모드로 '주문_취소' 분류됨,strategy-rag,2753,부분 취소: 개별 상품 단위 가능,
A27,쿠폰이랑 세일 같이 적용 가능해요?,A_정형,Easy,쿠폰_및_세일_중복적용_문의,rule_only,쿠폰_및_세일_중복적용_문의,1,쿠폰은 결제 페이지에서 선택 적용할 수 있습니다. 일부 쿠폰만 세일과 병행 가능합니다.,rule-only-simulated,2679,중복 적용: 일부 쿠폰만 세일과 병행 가능,
A27,쿠폰이랑 세일 같이 적용 가능해요?,A_정형,Easy,쿠폰_및_세일_중복적용_문의,llm_only,쿠폰_및_세일_중복적용_문의,1,"일반적으로 쿠폰과 세일은 동시에 적용되지 않는 경우가 많습니다. 대부분의 쇼핑몰에서는 세일 가격이 이미 할인된 가격이기 때문에 추가적인 쿠폰 적용이 불가능할 수 있습니다. 하지만 특정 프로모션이나 이벤트에 따라 다를 수 있으니, 각 상품 페이지의 할인 조건이나 결제 단계에서 적용 가능한지 확인해 보시는 것이 좋습니다. 추가적인 도움이 필요하시면 언제든지 문의해 주세요!",llm-only-gpt4o,1730,중복 적용: 일부 쿠폰만 세일과 병행 가능,
A27,쿠폰이랑 세일 같이 적용 가능해요?,A_정형,Easy,쿠폰_및_세일_중복적용_문의,hybrid_rag,쿠폰_및_세일_중복적용_문의,1,'rag' 모드로 '쿠폰_및_세일_중복적용_문의' 분류됨,strategy-rag,3178,중복 적용: 일부 쿠폰만 세일과 병행 가능,
A28,할인 쿠폰 사용법 알려주세요,A_정형,Easy,쿠폰_및_세일_중복적용_문의,rule_only,쿠폰_및_세일_중복적용_문의,1,쿠폰은 결제 페이지에서 선택 적용할 수 있습니다. 일부 쿠폰만 세일과 병행 가능합니다.,rule-only-simulated,2658,쿠폰 사용: 결제 페이지에서 선택,
A28,할인 쿠폰 사용법 알려주세요,A_정형,Easy,쿠폰_및_세일_중복적용_문의,llm_only,쿠폰_및_세일_중복적용_문의,1,"안녕하세요! 할인 쿠폰 사용법에 대해 안내해드리겠습니다.

1. **쿠폰 확인**: 먼저, 계정에 로그인한 후 '내 쿠폰' 페이지에서 사용 가능한 쿠폰을 확인하세요.

2. **상품 선택**: 원하는 상품을 장바구니에 담으세요.

3. **장바구니 이동**: 장바구니로 이동하여 결제 페이지로 넘어갑니다.

4. **쿠폰 적용**: 결제 페이지에서 '쿠폰 적용' 또는 '할인 코드 입력'란에 보유하신 쿠폰 코드를 입력하세요.

5. **할인 확인**: 쿠폰이 정상적으로 적용되면 할인된 금액이 결제 금액에 반영됩니다.

6. **결제 완료**: 할인 금액을 확인한 후 결제를 완료하시면 됩니다.

쿠폰 사용 시 유의사항:
- 일부 쿠폰은 특정 카테고리나 상품에만 적용될 수 있습니다.
- 쿠폰에는 유효기간이 있으니, 사용 전에 꼭 확인해주세요.
- 한 주문에 하나의 쿠폰만 사용할 수 있습니다.

추가로 궁금한 점이 있으시면 언제든지 문의해 주세요!",llm-only-gpt4o,3551,쿠폰 사용: 결제 페이지에서 선택,
A28,할인 쿠폰 사용법 알려주세요,A_정형,Easy,쿠폰_및_세일_중복적용_문의,hybrid_rag,쿠폰_및_세일_중복적용_문의,1,'rag' 모드로 '쿠폰_및_세일_중복적용_문의' 분류됨,strategy-rag,3115,쿠폰 사용: 결제 페이지에서 선택,
A29,쿠폰 유효기간이 언제까지인가요?,A_정형,Easy,쿠폰_및_세일_중복적용_문의,rule_only,쿠폰_및_세일_중복적용_문의,1,쿠폰은 결제 페이지에서 선택 적용할 수 있습니다. 일부 쿠폰만 세일과 병행 가능합니다.,rule-only-simulated,2728,쿠폰 유효기간: 마이페이지 > 쿠폰함에서 확인,
A29,쿠폰 유효기간이 언제까지인가요?,A_정형,Easy,쿠폰_및_세일_중복적용_문의,llm_only,쿠폰_및_세일_중복적용_문의,1,"쿠폰의 유효기간은 쿠폰 종류와 발행 시점에 따라 다를 수 있습니다. 일반적으로 쿠폰의 유효기간은 쿠폰에 명시되어 있으며, 이메일이나 문자 메시지로 받으셨다면 해당 메시지에서도 확인하실 수 있습니다. 만약 쿠폰의 유효기간을 찾기 어려우시다면, 고객님의 계정에 로그인하신 후 '내 쿠폰' 페이지에서 확인하실 수 있습니다. 추가적인 도움이 필요하시면 쿠폰 코드를 알려주시면 더 자세히 안내해드리겠습니다.",llm-only-gpt4o,2209,쿠폰 유효기간: 마이페이지 > 쿠폰함에서 확인,
A29,쿠폰 유효기간이 언제까지인가요?,A_정형,Easy,쿠폰_및_세일_중복적용_문의,hybrid_rag,적립금_문의,0,'rag' 모드로 '적립금_문의' 분류됨,strategy-rag,2762,쿠폰 유효기간: 마이페이지 > 쿠폰함에서 확인,
A30,지금 진행중인 세일 있나요?,A_정형,Easy,쿠폰_및_세일_중복적용_문의,rule_only,쿠폰_및_세일_중복적용_문의,1,쿠폰은 결제 페이지에서 선택 적용할 수 있습니다. 일부 쿠폰만 세일과 병행 가능합니다.,rule-only-simulated,2800,세일: 메인 페이지 프로모션 배너 확인,
A30,지금 진행중인 세일 있나요?,A_정형,Easy,쿠폰_및_세일_중복적용_문의,llm_only,쿠폰_및_세일_중복적용_문의,1,"네, 현재 저희 쇼핑몰에서는 가을 맞이 특별 세일을 진행 중입니다. 의류, 신발, 액세서리 등 다양한 카테고리에서 최대 50%까지 할인된 가격으로 제품을 구매하실 수 있습니다. 또한, 특정 브랜드의 경우 추가 할인이 적용되는 쿠폰도 제공하고 있으니, 쿠폰 페이지를 확인해 보시기 바랍니다. 세일은 한정된 기간 동안만 진행되니, 놓치지 마세요! 추가로 궁금한 점이 있으시면 언제든지 문의해 주세요.",llm-only-gpt4o,1696,세일: 메인 페이지 프로모션 배너 확인,
A30,지금 진행중인 세일 있나요?,A_정형,Easy,쿠폰_및_세일_중복적용_문의,hybrid_rag,쿠폰_및_세일_중복적용_문의,1,'rag' 모드로 '쿠폰_및_세일_중복적용_문의' 분류됨,strategy-rag,2901,세일: 메인 페이지 프로모션 배너 확인,
A31,쿠폰 코드 입력은 어디서 하나요?,A_정형,Easy,쿠폰_및_세일_중복적용_문의,rule_only,결제_문의,0,결제 관련 문의는 고객센터(1588-0000)로 연락 부탁드립니다.,rule-only-simulated,2673,쿠폰 코드: 결제 페이지 하단 입력란,
A31,쿠폰 코드 입력은 어디서 하나요?,A_정형,Easy,쿠폰_및_세일_중복적용_문의,llm_only,결제_문의,0,"쿠폰 코드는 결제 페이지에서 입력하실 수 있습니다. 쇼핑몰에서 원하는 상품을 장바구니에 담으신 후, 결제 단계로 진행하시면 '쿠폰 코드 입력' 또는 '할인 코드 입력'란이 나타납니다. 해당란에 보유하신 쿠폰 코드를 입력하시면 할인이 자동으로 적용됩니다. 혹시 쿠폰 코드 입력에 어려움이 있으시거나 적용이 되지 않는다면, 추가적인 도움을 드릴 수 있으니 언제든지 말씀해 주세요!",llm-only-gpt4o,2126,쿠폰 코드: 결제 페이지 하단 입력란,
A31,쿠폰 코드 입력은 어디서 하나요?,A_정형,Easy,쿠폰_및_세일_중복적용_문의,hybrid_rag,결제_문의,0,'rag' 모드로 '결제_문의' 분류됨,strategy-rag,2753,쿠폰 코드: 결제 페이지 하단 입력란,
A32,만원 쿠폰 받았는데 어떻게 쓰나요?,A_정형,Easy,쿠폰_및_세일_중복적용_문의,rule_only,쿠폰_및_세일_중복적용_문의,1,쿠폰은 결제 페이지에서 선택 적용할 수 있습니다. 일부 쿠폰만 세일과 병행 가능합니다.,rule-only-simulated,2653,쿠폰 사용: 결제 시 자동 적용,
A32,만원 쿠폰 받았는데 어떻게 쓰나요?,A_정형,Easy,쿠폰_및_세일_중복적용_문의,llm_only,쿠폰_및_세일_중복적용_문의,1,"만원 쿠폰을 사용하시려면 다음 단계를 따라주세요:

1. **상품 선택**: 먼저, 구매하고자 하는 상품을 장바구니에 담아주세요.

2. **장바구니 이동**: 장바구니로 이동하여 담긴 상품을 확인합니다.

3. **쿠폰 적용**: 결제 페이지로 이동하면 '쿠폰 적용' 또는 '쿠폰 코드 입력'란이 있습니다. 여기에 만원 쿠폰 코드를 입력해주세요.

4. **할인 확인**: 쿠폰이 정상적으로 적용되면 총 결제 금액에서 만원이 할인된 것을 확인할 수 있습니다.

5. **결제 완료**: 할인된 금액을 확인한 후 결제를 완료하시면 됩니다.

쿠폰 사용에 대한 추가 조건이나 제한 사항이 있을 수 있으니, 쿠폰 발급 시 안내된 내용을 꼭 확인해주세요. 추가로 궁금한 점이 있으시면 언제든지 문의해 주세요!",llm-only-gpt4o,3241,쿠폰 사용: 결제 시 자동 적용,
A32,만원 쿠폰 받았는데 어떻게 쓰나요?,A_정형,Easy,쿠폰_및_세일_중복적용_문의,hybrid_rag,쿠폰_및_세일_중복적용_문의,1,'rag' 모드로 '쿠폰_및_세일_중복적용_문의' 분류됨,strategy-rag,3498,쿠폰 사용: 결제 시 자동 적용,
A33,VIP 등급 조건이 뭔가요?,A_정형,Easy,VIP_정책_문의,rule_only,VIP_정책_문의,1,VIP 등급 및 혜택은 마이페이지 > 회원등급에서 확인하실 수 있습니다.,rule-only-simulated,2686,VIP: 월 구매액 50만원 이상,
A33,VIP 등급 조건이 뭔가요?,A_정형,Easy,VIP_정책_문의,llm_only,VIP_정책_문의,1,"저희 쇼핑몰의 VIP 등급 조건은 주로 고객님의 구매 실적에 따라 결정됩니다. 일반적으로 최근 6개월 동안의 구매 금액이 일정 기준을 초과하면 VIP 등급으로 승급됩니다. VIP 고객이 되시면 특별 할인, 무료 배송, 전용 고객 서비스 등의 혜택을 받을 수 있습니다. 정확한 기준은 쇼핑몰의 정책에 따라 다를 수 있으니, 고객님의 계정 정보나 등급 관련 페이지를 확인하시거나, 추가적인 도움이 필요하시면 고객센터로 문의해 주세요.",llm-only-gpt4o,1922,VIP: 월 구매액 50만원 이상,
A33,VIP 등급 조건이 뭔가요?,A_정형,Easy,VIP_정책_문의,hybrid_rag,VIP_정책_문의,1,'rag' 모드로 'VIP_정책_문의' 분류됨,strategy-rag,2803,VIP: 월 구매액 50만원 이상,
A34,VIP 혜택 좀 알려주세요,A_정형,Easy,VIP_정책_문의,rule_only,VIP_정책_문의,1,VIP 등급 및 혜택은 마이페이지 > 회원등급에서 확인하실 수 있습니다.,rule-only-simulated,2617,"VIP 혜택: 추가 할인, 무료배송, 전용 쿠폰",
A34,VIP 혜택 좀 알려주세요,A_정형,Easy,VIP_정책_문의,llm_only,VIP_정책_문의,1,"저희 쇼핑몰의 VIP 혜택에 대해 안내해드리겠습니다. VIP 회원이 되시면 다양한 혜택을 누리실 수 있습니다:

1. **추가 할인**: VIP 회원에게는 특별 할인 쿠폰이 제공되며, 특정 상품에 대해 추가 할인을 받을 수 있습니다.

2. **무료 배송**: VIP 회원은 일정 금액 이상 구매 시 무료 배송 혜택을 받으실 수 있습니다.

3. **우선 고객 서비스**: 고객센터 문의 시 우선적으로 처리해드리며, 전담 상담원이 배정되어 보다 빠르고 정확한 서비스를 제공합니다.

4. **생일 쿠폰**: 생일을 맞이하신 VIP 회원께는 특별한 생일 쿠폰이 제공됩니다.

5. **이벤트 초대**: VIP 회원만을 위한 특별 이벤트나 사전 예약 행사에 초대됩니다.

VIP 회원 자격은 일정 기간 동안의 구매 금액이나 횟수에 따라 부여됩니다. 자세한 기준이나 혜택에 대해 더 궁금하신 점이 있으시면 언제든지 문의해 주세요. 감사합니다!",llm-only-gpt4o,3847,"VIP 혜택: 추가 할인, 무료배송, 전용 쿠폰",
A34,VIP 혜택 좀 알려주세요,A_정형,Easy,VIP_정책_문의,hybrid_rag,VIP_정책_문의,1,'rag' 모드로 'VIP_정책_문의' 분류됨,strategy-rag,2752,"VIP 혜택: 추가 할인, 무료배송, 전용 쿠폰",
A35,지금 제 등급이 뭔지 확인하고 싶어요,A_정형,Easy,VIP_정책_문의,rule_only,VIP_정책_문의,1,VIP 등급 및 혜택은 마이페이지 > 회원등급에서 확인하실 수 있습니다.,rule-only-simulated,2728,등급 확인: 마이페이지 > 회원등급,
A35,지금 제 등급이 뭔지 확인하고 싶어요,A_정형,Easy,VIP_정책_문의,llm_only,VIP_정책_문의,1,고객님의 등급은 로그인 후 마이페이지에서 확인하실 수 있습니다. 마이페이지에 접속하시면 등급 정보와 함께 등급별 혜택도 확인하실 수 있으니 참고 부탁드립니다. 추가로 궁금한 사항이 있으시면 언제든지 문의해주세요!,llm-only-gpt4o,2460,등급 확인: 마이페이지 > 회원등급,
A35,지금 제 등급이 뭔지 확인하고 싶어요,A_정형,Easy,VIP_정책_문의,hybrid_rag,VIP_정책_문의,1,'rag' 모드로 'VIP_정책_문의' 분류됨,strategy-rag,2897,등급 확인: 마이페이지 > 회원등급,
A36,VIP 무료배송 언제부터 적용돼요?,A_정형,Easy,VIP_정책_문의,rule_only,VIP_정책_문의,1,VIP 등급 및 혜택은 마이페이지 > 회원등급에서 확인하실 수 있습니다.,rule-only-simulated,2650,VIP 무료배송: 승급 즉시 적용,
A36,VIP 무료배송 언제부터 적용돼요?,A_정형,Easy,VIP_정책_문의,llm_only,VIP_정책_문의,1,"VIP 무료배송 혜택은 고객님의 VIP 등급이 확인된 시점부터 즉시 적용됩니다. VIP 등급은 일반적으로 일정 기간 동안의 구매 금액이나 구매 횟수에 따라 자동으로 부여됩니다. 고객님의 계정에서 VIP 등급이 확인되면, 그 즉시 모든 주문에 대해 무료배송 혜택을 받으실 수 있습니다. 등급 확인 및 적용 여부는 마이페이지에서 확인하실 수 있으며, 추가적인 도움이 필요하시면 언제든지 문의해 주세요.",llm-only-gpt4o,2491,VIP 무료배송: 승급 즉시 적용,
A36,VIP 무료배송 언제부터 적용돼요?,A_정형,Easy,VIP_정책_문의,hybrid_rag,VIP_정책_문의,1,'rag' 모드로 'VIP_정책_문의' 분류됨,strategy-rag,2942,VIP 무료배송: 승급 즉시 적용,
A37,적립금 얼마 있는지 보려면요?,A_정형,Easy,적립금_문의,rule_only,적립금_문의,1,"적립금은 마이페이지 > 적립금에서 확인 가능합니다. 1,000원 이상 보유 시 사용 가능합니다.",rule-only-simulated,2667,적립금 확인: 마이페이지 > 적립금,
A37,적립금 얼마 있는지 보려면요?,A_정형,Easy,적립금_문의,llm_only,적립금_문의,1,"고객님의 적립금 잔액을 확인하시려면 쇼핑몰 웹사이트에 로그인하신 후, '마이 페이지' 또는 '내 계정' 섹션으로 이동하시면 됩니다. 그곳에서 '적립금' 또는 '포인트' 항목을 클릭하시면 현재 보유하고 계신 적립금 내역을 확인하실 수 있습니다. 추가적으로 궁금한 사항이 있으시면 언제든지 문의해 주세요!",llm-only-gpt4o,1684,적립금 확인: 마이페이지 > 적립금,
A37,적립금 얼마 있는지 보려면요?,A_정형,Easy,적립금_문의,hybrid_rag,적립금_문의,1,'rag' 모드로 '적립금_문의' 분류됨,strategy-rag,2858,적립금 확인: 마이페이지 > 적립금,
A38,적립금 사용 조건이 어떻게 되나요?,A_정형,Easy,적립금_문의,rule_only,적립금_문의,1,"적립금은 마이페이지 > 적립금에서 확인 가능합니다. 1,000원 이상 보유 시 사용 가능합니다.",rule-only-simulated,2714,"적립금: 1,000원 이상 보유 시 사용 가능",
A38,적립금 사용 조건이 어떻게 되나요?,A_정형,Easy,적립금_문의,llm_only,적립금_문의,1,"적립금 사용 조건에 대해 안내해드리겠습니다. 일반적으로 적립금은 다음과 같은 조건 하에 사용 가능합니다:

1. **최소 구매 금액**: 적립금을 사용하기 위해서는 일정 금액 이상의 구매가 필요할 수 있습니다. 예를 들어, 30,000원 이상 구매 시 적립금 사용 가능 등의 조건이 있을 수 있습니다.

2. **사용 가능 범위**: 적립금은 일부 상품이나 카테고리에서는 사용이 제한될 수 있습니다. 예를 들어, 할인 상품이나 특정 브랜드 제품에는 적립금 사용이 불가할 수 있습니다.

3. **유효 기간**: 적립금은 발급 후 일정 기간 내에 사용해야 합니다. 유효 기간이 지나면 적립금이 소멸될 수 있으니 주의해주세요.

4. **최대 사용 한도**: 한 번의 주문에서 사용할 수 있는 적립금의 최대 한도가 있을 수 있습니다.

5. **기타 조건**: 특정 프로모션이나 이벤트에 따라 적립금 사용 조건이 달라질 수 있습니다.

보다 구체적인 사항은 쇼핑몰의 적립금 정책을 확인하시거나 고객센터로 문의해 주시면 상세히 안내해드리겠습니다. 추가로 궁금한 점이 있으시면 언제든지 말씀해 주세요!",llm-only-gpt4o,4086,"적립금: 1,000원 이상 보유 시 사용 가능",
A38,적립금 사용 조건이 어떻게 되나요?,A_정형,Easy,적립금_문의,hybrid_rag,적립금_문의,1,'rag' 모드로 '적립금_문의' 분류됨,strategy-rag,2826,"적립금: 1,000원 이상 보유 시 사용 가능",
A39,적립금은 언제 들어오나요?,A_정형,Easy,적립금_문의,rule_only,적립금_문의,1,"적립금은 마이페이지 > 적립금에서 확인 가능합니다. 1,000원 이상 보유 시 사용 가능합니다.",rule-only-simulated,2771,적립금: 구매 확정 후 1~2일 내 적립,
A39,적립금은 언제 들어오나요?,A_정형,Easy,적립금_문의,llm_only,적립금_문의,1,"안녕하세요! 적립금은 일반적으로 고객님께서 주문하신 상품이 배송 완료된 후 일정 기간 내에 적립됩니다. 보통 배송 완료 후 7일 이내에 적립금이 고객님의 계정에 반영됩니다. 만약 이 기간이 지났는데도 적립금이 들어오지 않았다면, 고객님의 주문 번호와 함께 고객센터로 문의해 주시면 확인 후 도와드리겠습니다. 추가로 다른 궁금한 점이 있으시면 언제든지 말씀해 주세요!",llm-only-gpt4o,2183,적립금: 구매 확정 후 1~2일 내 적립,
A39,적립금은 언제 들어오나요?,A_정형,Easy,적립금_문의,hybrid_rag,적립금_문의,1,'rag' 모드로 '적립금_문의' 분류됨,strategy-rag,2683,적립금: 구매 확정 후 1~2일 내 적립,
A40,적립금 유효기간 있나요?,A_정형,Easy,적립금_문의,rule_only,적립금_문의,1,"적립금은 마이페이지 > 적립금에서 확인 가능합니다. 1,000원 이상 보유 시 사용 가능합니다.",rule-only-simulated,2562,적립금 유효기간: 적립일로부터 1년,
A40,적립금 유효기간 있나요?,A_정형,Easy,적립금_문의,llm_only,적립금_문의,1,"네, 적립금에는 유효기간이 있습니다. 일반적으로 적립금은 적립된 날짜로부터 1년 동안 유효합니다. 유효기간이 지나면 자동으로 소멸되니, 사용하시기 전에 꼭 확인해 주세요. 적립금의 유효기간은 마이페이지에서 확인하실 수 있습니다. 추가적인 도움이 필요하시면 언제든지 문의해 주세요!",llm-only-gpt4o,1836,적립금 유효기간: 적립일로부터 1년,
A40,적립금 유효기간 있나요?,A_정형,Easy,적립금_문의,hybrid_rag,적립금_문의,1,'rag' 모드로 '적립금_문의' 분류됨,strategy-rag,2714,적립금 유효기간: 적립일로부터 1년,
B01,산 지 일주일 됐는데 다른 색으로 바꿀 수 있어?,B_복잡,Medium,교환_요청,rule_only,교환_요청,1,"마이페이지 > 주문내역에서 교환 접수가 가능합니다. 수령 후 7일 이내, 미착용 상태여야 합니다.",rule-only-simulated,2661,"교환: 수령 후 7일 이내, 미착용 상태",
B01,산 지 일주일 됐는데 다른 색으로 바꿀 수 있어?,B_복잡,Medium,교환_요청,llm_only,교환_요청,1,"네, 구매하신 상품을 다른 색상으로 교환하실 수 있습니다. 교환은 상품 수령일로부터 14일 이내에 가능하며, 상품이 사용되지 않은 상태여야 합니다. 교환을 원하신다면, 다음 단계를 따라주세요:

1. 고객센터에 교환 요청을 접수해주세요. 주문 번호와 교환을 원하는 색상을 알려주시면 됩니다.
2. 상품을 원래 포장 상태로 준비해 주세요. 모든 태그와 라벨이 부착된 상태여야 합니다.
3. 저희가 제공하는 교환 배송 라벨을 사용하여 상품을 반송해 주세요.
4. 상품이 저희 창고에 도착하고 검수가 완료되면, 요청하신 색상의 상품을 발송해 드리겠습니다.

추가적인 문의 사항이 있으시면 언제든지 말씀해 주세요!",llm-only-gpt4o,3026,"교환: 수령 후 7일 이내, 미착용 상태",
B01,산 지 일주일 됐는데 다른 색으로 바꿀 수 있어?,B_복잡,Medium,교환_요청,hybrid_rag,교환_요청,1,'rag' 모드로 '교환_요청' 분류됨,strategy-rag,2844,"교환: 수령 후 7일 이내, 미착용 상태",
B02,친구한테 선물하는 건데 포장돼서 오나요?,B_복잡,Medium,상품_문의,rule_only,상품_문의,1,"해당 상품 페이지에서 상세 정보를 확인하시거나, 고객센터로 문의해주세요.",rule-only-simulated,2593,선물포장: 일부 상품 선물포장 가능,
B02,친구한테 선물하는 건데 포장돼서 오나요?,B_복잡,Medium,상품_문의,llm_only,상품_문의,1,"안녕하세요! 저희 쇼핑몰을 이용해 주셔서 감사합니다. 선물 포장 서비스는 상품에 따라 다를 수 있습니다. 일부 상품은 기본적으로 선물 포장이 되어 발송되지만, 그렇지 않은 경우에는 주문 과정에서 선물 포장 옵션을 선택하실 수 있습니다. 만약 옵션이 보이지 않는다면, 고객센터로 문의해 주시면 추가적인 도움을 드리겠습니다. 추가로 궁금한 점이 있으시면 언제든지 말씀해 주세요!",llm-only-gpt4o,1916,선물포장: 일부 상품 선물포장 가능,
B02,친구한테 선물하는 건데 포장돼서 오나요?,B_복잡,Medium,상품_문의,hybrid_rag,상품_문의,1,'rag' 모드로 '상품_문의' 분류됨,strategy-rag,2917,선물포장: 일부 상품 선물포장 가능,
